# stroke
4365.00,12789.00
4298.14,12781.54
4232.67,12773.61
4168.56,12765.21
4105.81,12756.32
4044.39,12746.95
3984.30,12737.09
3925.52,12726.74
3868.03,12715.90
3811.81,12704.56
3756.86,12692.71
3703.16,12680.36
3650.68,12667.50
3599.43,12654.13
3549.37,12640.24
3500.50,12625.83
3452.80,12610.90
3406.26,12595.44
3360.85,12579.44
3316.57,12562.92
3273.40,12545.85
3231.33,12528.24
3190.33,12510.09
3150.40,12491.38
3111.51,12472.13
3073.66,12452.31
3036.83,12431.94
3001.00,12411.00
3001.00,12411.00
2962.43,12387.17
2924.75,12362.53
2887.00,12336.33
2848.21,12307.84
2807.42,12276.31
2763.67,12241.00
2715.99,12201.17
2663.42,12156.09
2605.00,12105.00
2605.00,12105.00
2569.05,12073.66
2528.16,12038.20
2483.75,11999.87
2437.25,11959.88
2390.10,11919.46
2343.72,11879.86
2299.54,11842.29
2259.00,11808.00
2259.00,11808.00
2184.30,11743.84
2118.12,11684.75
2067.89,11637.28
2041.00,11608.00
2041.00,11608.00
2020.88,11575.89
1990.25,11520.62
1953.25,11449.80
1914.00,11371.00
1914.00,11371.00
1880.97,11304.84
1846.06,11237.96
1811.98,11175.16
1781.39,11121.24
1757.00,11081.00
1757.00,11081.00
1731.75,11043.56
1705.16,11006.01
1677.17,10968.27
1647.72,10930.29
1616.74,10892.00
1584.18,10853.34
1549.98,10814.23
1514.08,10774.63
1476.42,10734.46
1436.93,10693.67
1395.55,10652.18
1352.23,10609.93
1306.91,10566.86
1259.52,10522.90
1210.00,10478.00
1210.00,10478.00
1130.48,10405.33
1070.52,10349.33
1043.00,10322.00
1043.00,10322.00
1036.25,10290.75
1040.00,10225.00
1040.00,10225.00
1044.76,10175.23
1048.82,10119.01
1052.14,10058.30
1054.67,9995.06
1056.38,9931.25
1057.21,9868.82
1057.13,9809.72
1056.10,9755.91
1054.07,9709.35
1051.00,9672.00
1051.00,9672.00
1046.15,9629.91
1040.86,9590.43
1034.66,9551.42
1027.03,9510.74
1017.50,9466.25
1005.57,9415.82
990.74,9357.32
972.54,9288.61
950.45,9207.55
924.00,9112.00
924.00,9112.00
898.05,9020.35
874.06,8938.21
851.86,8865.02
831.23,8800.22
812.00,8743.25
793.97,8693.54
776.94,8650.52
760.74,8613.63
745.15,8582.31
730.00,8556.00
730.00,8556.00
704.50,8504.62
730.00,8529.00
730.00,8529.00
743.82,8550.06
757.69,8574.33
771.78,8602.27
786.25,8634.37
801.26,8671.09
816.96,8712.91
833.52,8760.29
851.11,8813.72
869.88,8873.66
889.99,8940.58
911.61,9014.97
934.89,9097.28
960.00,9188.00
960.00,9188.00
983.99,9274.95
1003.89,9348.65
1020.11,9411.47
1033.05,9465.79
1043.14,9513.97
1050.80,9558.39
1056.43,9601.41
1060.45,9645.41
1063.27,9692.76
1065.32,9745.84
1067.00,9807.00
1067.00,9807.00
1068.20,9883.08
1068.20,9958.92
1067.00,10030.92
1064.60,10095.48
1061.00,10149.00
1061.00,10149.00
1054.88,10245.75
1057.00,10293.00
1057.00,10293.00
1062.50,10304.88
1065.00,10316.00
1065.00,10316.00
1086.93,10342.00
1144.41,10398.00
1225.00,10472.00
1225.00,10472.00
1275.80,10518.34
1323.99,10563.18
1369.71,10606.69
1413.08,10649.03
1454.23,10690.35
1493.30,10730.83
1530.41,10770.63
1565.69,10809.90
1599.27,10848.82
1631.29,10887.54
1661.87,10926.22
1691.13,10965.04
1719.22,11004.14
1746.26,11043.70
1772.38,11083.88
1797.70,11124.84
1822.37,11166.73
1846.50,11209.74
1870.23,11254.01
1893.69,11299.71
1917.00,11347.00
1917.00,11347.00
1952.92,11420.36
1987.62,11488.38
2017.27,11543.45
2038.00,11578.00
2038.00,11578.00
2058.09,11603.85
2090.94,11638.38
2136.86,11681.90
2196.11,11734.67
2269.00,11797.00
2269.00,11797.00
2311.92,11833.59
2358.67,11873.50
2407.74,11915.48
2457.62,11958.25
2506.80,12000.55
2553.77,12041.12
2597.00,12078.70
2635.00,12112.00
2635.00,12112.00
2696.26,12165.05
2751.78,12211.93
2802.63,12253.42
2849.93,12290.30
2894.75,12323.38
2938.19,12353.42
2981.35,12381.21
3025.30,12407.55
3071.16,12433.22
3120.00,12459.00
3120.00,12459.00
3167.19,12482.50
3215.86,12505.05
3266.17,12526.71
3318.29,12547.54
3372.38,12567.62
3428.59,12587.02
3487.10,12605.78
3548.06,12623.99
3611.64,12641.71
3678.00,12659.00
3678.00,12659.00
3735.53,12672.84
3796.00,12686.27
3858.66,12699.20
3922.76,12711.52
3987.52,12723.11
4052.19,12733.88
4116.02,12743.72
4178.24,12752.51
4238.09,12760.16
4294.81,12766.56
4347.66,12771.59
4395.86,12775.16
4438.65,12777.16
4475.29,12777.47
4505.00,12776.00
4505.00,12776.00
4548.17,12771.64
4613.38,12765.12
4691.89,12757.30
4775.00,12749.00
4775.00,12749.00
4813.98,12745.55
4856.30,12742.29
4902.12,12739.22
4951.62,12736.31
5004.96,12733.56
5062.31,12730.97
5123.83,12728.53
5189.70,12726.21
5260.07,12724.03
